,Gene stable ID,Transcript stable ID,GO domain,GO term name,GO term accession
742447,ENSG00000126254,ENST00000588161,molecular_function,nucleic acid binding,GO:0003676
742488,ENSG00000188761,ENST00000393316,molecular_function,protein binding,GO:0005515
742507,ENSG00000085721,ENST00000198767,molecular_function,RNA polymerase I core promoter sequence-specific DNA binding,GO:0003676
742611,ENSG00000135953,ENST00000258436,molecular_function,transmembrane transporter activity,GO:0022857
742646,ENSG00000251201,ENST00000282382,molecular_function,protein binding,GO:0005515
743030,ENSG00000117598,ENST00000263177,molecular_function,phosphatidate phosphatase activity,GO:0008195
743071,ENSG00000145781,ENST00000274458,molecular_function,protein binding,GO:0005515
743167,ENSG00000115665,ENST00000409059,molecular_function,transmembrane transporter activity,GO:0022857
743413,ENSG00000122203,ENST00000298569,molecular_function,oxidoreductase activity,GO:0016491
743584,ENSG00000101935,ENST00000262844,molecular_function,protein binding,GO:0005515
743651,ENSG00000119408,ENST00000373603,molecular_function,ATP binding,GO:0005524
744101,ENSG00000125538,ENST00000263341,molecular_function,cytokine activity,GO:0005125
744400,ENSG00000140451,ENST00000268043,molecular_function,ATP binding,GO:0005524
744534,ENSG00000221838,ENST00000359593,molecular_function,protein binding,GO:0005515
744823,ENSG00000102312,ENST00000359882,molecular_function,transferase activity,GO:0016740
745008,ENSG00000150938,ENST00000280527,molecular_function,protein binding,GO:0005515
745591,ENSG00000159387,ENST00000290552,molecular_function,DNA binding,GO:0003676
745610,ENSG00000011083,ENST00000230671,molecular_function,symporter activity,GO:0015293
745626,ENSG00000064726,ENST00000261721,molecular_function,protein binding,GO:0005515
745891,ENSG00000130558,ENST00000277415,molecular_function,protein binding,GO:0005515
746210,ENSG00000132915,ENST00000255266,molecular_function,protein binding,GO:0005515
746328,ENSG00000145451,ENST00000274093,molecular_function,ion channel activity,GO:0005216
746457,ENSG00000119820,ENST00000238831,molecular_function,protein binding,GO:0005515
746767,ENSG00000153201,ENST00000283195,molecular_function,protein binding,GO:0005515
747060,ENSG00000187778,ENST00000551598,molecular_function,protein binding,GO:0005515
747240,ENSG00000198759,ENST00000361306,molecular_function,calcium ion binding,GO:0005509
747523,ENSG00000131023,ENST00000543571,molecular_function,ATP binding,GO:0005524
747787,ENSG00000140623,ENST00000396693,molecular_function,GTP binding,GO:0005525
747923,ENSG00000163558,ENST00000295797,molecular_function,ATP binding,GO:0005524
748012,ENSG00000204640,ENST00000376865,molecular_function,G protein-coupled receptor binding,GO:0005102
748018,ENSG00000106290,ENST00000453269,molecular_function,protein heterodimerization activity,GO:0046982
748243,ENSG00000113194,ENST00000261942,molecular_function,protein binding,GO:0005515
748272,ENSG00000105737,ENST00000262895,molecular_function,signaling receptor activity,GO:0038023
748387,ENSG00000106829,ENST00000376552,molecular_function,protein binding,GO:0005515
748553,ENSG00000109738,ENST00000264428,molecular_function,ion channel activity,GO:0005216
748905,ENSG00000091844,ENST00000367225,molecular_function,GTPase activator activity,GO:0003824
749193,ENSG00000147133,ENST00000683202,molecular_function,DNA binding,GO:0003676
749656,ENSG00000112592,ENST00000421512,molecular_function,DNA binding,GO:0003676
749820,ENSG00000143106,ENST00000271308,molecular_function,protein binding,GO:0005515
749925,ENSG00000127419,ENST00000507319,molecular_function,potassium channel activity,GO:0005267
750754,ENSG00000149308,ENST00000278612,molecular_function,protein binding,GO:0005515
750787,ENSG00000145920,ENST00000359546,molecular_function,syntaxin binding,GO:0019905
750914,ENSG00000130669,ENST00000602004,molecular_function,protein serine/threonine kinase activity,GO:0004672
751131,ENSG00000172985,ENST00000309415,molecular_function,metal ion binding,GO:0046872
751204,ENSG00000120800,ENST00000261637,molecular_function,RNA binding,GO:0003676
751401,ENSG00000113196,ENST00000231121,molecular_function,protein dimerization activity,GO:0046983
751508,ENSG00000166997,ENST00000262932,molecular_function,protein binding,GO:0005515
751572,ENSG00000196998,ENST00000475977,molecular_function,protein binding,GO:0005515
752016,ENSG00000188186,ENST00000341942,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
752053,ENSG00000109846,ENST00000650687,molecular_function,structural constituent of eye lens,GO:0005212
752444,ENSG00000042445,ENST00000295802,molecular_function,oxidoreductase activity,GO:0016491
752465,ENSG00000139292,ENST00000266674,molecular_function,protein binding,GO:0005515
752652,ENSG00000154447,ENST00000284637,molecular_function,protein binding,GO:0005515
753032,ENSG00000170390,ENST00000296550,molecular_function,ATP binding,GO:0005524
753106,ENSG00000010810,ENST00000368682,molecular_function,ATP binding,GO:0005524
754017,ENSG00000120328,ENST00000624949,molecular_function,calcium ion binding,GO:0005509
754111,ENSG00000143891,ENST00000272252,molecular_function,catalytic activity,GO:0003824
754150,ENSG00000100938,ENST00000620807,molecular_function,catalytic activity,GO:0003824
754306,ENSG00000149300,ENST00000278601,molecular_function,protein binding,GO:0005515
754453,ENSG00000122304,ENST00000241808,molecular_function,DNA binding,GO:0003676
754636,ENSG00000166716,ENST00000560079,molecular_function,metal ion binding,GO:0046872
754654,ENSG00000213420,ENST00000292377,molecular_function,protein binding,GO:0005515
754754,ENSG00000167653,ENST00000301258,molecular_function,acetylcholine receptor binding,GO:0033130
754975,ENSG00000150551,ENST00000397463,molecular_function,acetylcholine receptor inhibitor activity,GO:0030550
754991,ENSG00000213413,ENST00000317271,molecular_function,signaling receptor activity,GO:0038023
755091,ENSG00000047249,ENST00000355221,molecular_function,"proton-transporting ATPase activity, rotational mechanism",GO:0046961
755241,ENSG00000162688,ENST00000361915,molecular_function,4-alpha-glucanotransferase activity,GO:0016740
755426,ENSG00000138073,ENST00000260643,molecular_function,protein binding,GO:0005515
755471,ENSG00000166454,ENST00000299575,molecular_function,metal ion binding,GO:0046872
755642,ENSG00000164399,ENST00000296870,molecular_function,growth factor activity,GO:0008083
755670,ENSG00000166477,ENST00000299601,molecular_function,protein binding,GO:0005515
755779,ENSG00000153147,ENST00000283131,molecular_function,ATP binding,GO:0005524
756138,ENSG00000006712,ENST00000221265,molecular_function,chromatin binding,GO:0003682
756232,ENSG00000168781,ENST00000348806,molecular_function,inositol heptakisphosphate kinase activity,GO:0016740
756659,ENSG00000158050,ENST00000288943,molecular_function,phosphatase activity,GO:0016791
756695,ENSG00000085514,ENST00000453419,molecular_function,protein binding,GO:0005515
756904,ENSG00000115091,ENST00000263238,molecular_function,ATP binding,GO:0005524
757082,ENSG00000196873,ENST00000360171,molecular_function,nucleotide binding,GO:0000166
757262,ENSG00000187955,ENST00000309791,molecular_function,protein binding,GO:0005515
757398,ENSG00000150782,ENST00000524595,molecular_function,cytokine activity,GO:0005125
757577,ENSG00000088205,ENST00000263239,molecular_function,ATP binding,GO:0005524
757611,ENSG00000043093,ENST00000292782,molecular_function,protein binding,GO:0005515
757652,ENSG00000166925,ENST00000300181,molecular_function,protein binding,GO:0005515
757791,ENSG00000105193,ENST00000251453,molecular_function,structural constituent of ribosome,GO:0003735
757847,ENSG00000150783,ENST00000530752,molecular_function,protein binding,GO:0005515
757907,ENSG00000152952,ENST00000461497,molecular_function,oxidoreductase activity,GO:0016491
758006,ENSG00000166529,ENST00000292450,molecular_function,metal ion binding,GO:0046872
758032,ENSG00000135697,ENST00000563804,molecular_function,metal ion binding,GO:0046872
758226,ENSG00000145423,ENST00000274063,molecular_function,protein binding,GO:0005515
758332,ENSG00000111452,ENST00000261654,molecular_function,G protein-coupled receptor activity,GO:0038023
758628,ENSG00000166526,ENST00000413658,molecular_function,metal ion binding,GO:0046872
758924,ENSG00000090857,ENST00000288050,molecular_function,protein binding,GO:0005515
758960,ENSG00000144227,ENST00000272641,molecular_function,signaling receptor binding,GO:0005102
759216,ENSG00000150787,ENST00000528679,molecular_function,metal ion binding,GO:0046872
759338,ENSG00000123908,ENST00000220592,molecular_function,protein binding,GO:0005515
759546,ENSG00000078070,ENST00000265594,molecular_function,metal ion binding,GO:0046872
759651,ENSG00000157349,ENST00000566216,molecular_function,ATP binding,GO:0005524
759825,ENSG00000118496,ENST00000237281,molecular_function,zinc ion binding,GO:0008270
759880,ENSG00000120705,ENST00000499810,molecular_function,translation release factor activity,GO:0008135
759956,ENSG00000028839,ENST00000416965,molecular_function,DNA binding,GO:0003676
760003,ENSG00000118526,ENST00000367882,molecular_function,protein dimerization activity,GO:0046983
760126,ENSG00000109572,ENST00000511092,molecular_function,voltage-gated chloride channel activity,GO:0005247
760379,ENSG00000198788,ENST00000675028,molecular_function,protein binding,GO:0005515
760386,ENSG00000111537,ENST00000229135,molecular_function,interferon-gamma receptor binding,GO:0005133
760479,ENSG00000174156,ENST00000370968,molecular_function,protein binding,GO:0005515
760816,ENSG00000149043,ENST00000381968,molecular_function,calcium ion binding,GO:0005509
760913,ENSG00000137270,ENST00000259803,molecular_function,DNA binding,GO:0003676
761058,ENSG00000155868,ENST00000286317,molecular_function,transcription coregulator activity,GO:0003712
761241,ENSG00000163064,ENST00000295206,molecular_function,DNA binding,GO:0003676
761350,ENSG00000153237,ENST00000283233,molecular_function,protein binding,GO:0005515
761571,ENSG00000130598,ENST00000381911,molecular_function,actin binding,GO:0008092
761636,ENSG00000156831,ENST00000517532,molecular_function,zinc ion binding,GO:0008270
761731,ENSG00000166578,ENST00000299732,molecular_function,protein binding,GO:0005515
761770,ENSG00000237289,ENST00000453782,molecular_function,catalytic activity,GO:0003824
761923,ENSG00000256223,ENST00000248211,molecular_function,metal ion binding,GO:0046872
761952,ENSG00000090932,ENST00000356433,molecular_function,calcium ion binding,GO:0005509
761986,ENSG00000130595,ENST00000278317,molecular_function,actin binding,GO:0008092
762254,ENSG00000112494,ENST00000230256,molecular_function,molecular_function,GO:0003674
762499,ENSG00000146083,ENST00000274811,molecular_function,metal ion binding,GO:0046872
762509,ENSG00000167700,ENST00000301327,molecular_function,transmembrane transporter activity,GO:0022857
762555,ENSG00000120440,ENST00000649884,molecular_function,ATP binding,GO:0005524
762630,ENSG00000124762,ENST00000244741,molecular_function,cyclin-dependent protein serine/threonine kinase inhibitor activity,GO:0004860
763145,ENSG00000160959,ENST00000529022,molecular_function,protein binding,GO:0005515
763177,ENSG00000160014,ENST00000391918,molecular_function,calcium ion binding,GO:0005509
763349,ENSG00000145819,ENST00000645722,molecular_function,protein binding,GO:0005515
763968,ENSG00000112562,ENST00000356284,molecular_function,protein binding,GO:0005515
764041,ENSG00000160013,ENST00000291294,molecular_function,G protein-coupled receptor activity,GO:0038023
764173,ENSG00000167414,ENST00000300873,molecular_function,G-protein beta-subunit binding,GO:0031681
764191,ENSG00000173230,ENST00000340645,molecular_function,sequence-specific DNA binding,GO:0043565
764361,ENSG00000111913,ENST00000259698,molecular_function,protein binding,GO:0005515
764733,ENSG00000128011,ENST00000248668,molecular_function,protein binding,GO:0005515
764813,ENSG00000186684,ENST00000335247,molecular_function,heme binding,GO:0020037
765198,ENSG00000205744,ENST00000381480,molecular_function,guanyl-nucleotide exchange factor activity,GO:0003824
765246,ENSG00000116096,ENST00000234454,molecular_function,sepiapterin reductase activity,GO:0016491
765407,ENSG00000115128,ENST00000233468,molecular_function,nucleic acid binding,GO:0003676
765688,ENSG00000167004,ENST00000300289,molecular_function,protein disulfide isomerase activity,GO:0016853
765734,ENSG00000081791,ENST00000432126,molecular_function,protein binding,GO:0005515
765768,ENSG00000068394,ENST00000156109,molecular_function,nucleic acid binding,GO:0003676
765849,ENSG00000214026,ENST00000381519,molecular_function,structural constituent of ribosome,GO:0003735
766105,ENSG00000157353,ENST00000574784,molecular_function,"transferase activity, transferring phosphorus-containing groups",GO:0016772
766321,ENSG00000104833,ENST00000264071,molecular_function,GTP binding,GO:0005525
766844,ENSG00000163644,ENST00000608933,molecular_function,phosphatase activity,GO:0016791
766886,ENSG00000022355,ENST00000638112,molecular_function,GABA-A receptor activity,GO:0038023
767391,ENSG00000106692,ENST00000357998,molecular_function,transferase activity,GO:0016740
767500,ENSG00000136720,ENST00000259241,molecular_function,sulfotransferase activity,GO:0008146
767520,ENSG00000120805,ENST00000261636,molecular_function,GTP binding,GO:0005525
767616,ENSG00000109458,ENST00000262995,molecular_function,protein binding,GO:0005515
767669,ENSG00000136688,ENST00000376489,molecular_function,cytokine activity,GO:0005125
767707,ENSG00000125657,ENST00000245817,molecular_function,protein binding,GO:0005515
767727,ENSG00000140259,ENST00000267812,molecular_function,RNA binding,GO:0003676
767746,ENSG00000125726,ENST00000423145,molecular_function,protein binding,GO:0005515
767896,ENSG00000125730,ENST00000245907,molecular_function,protein binding,GO:0005515
768223,ENSG00000174953,ENST00000496811,molecular_function,ATP binding,GO:0005524
768780,ENSG00000052795,ENST00000264433,molecular_function,protein binding,GO:0005515
768851,ENSG00000001630,ENST00000003100,molecular_function,monooxygenase activity,GO:0016491
768928,ENSG00000110436,ENST00000278379,molecular_function,symporter activity,GO:0015293
769425,ENSG00000118482,ENST00000506783,molecular_function,metal ion binding,GO:0046872
